Serial no,Asset tag,Brand,Category,Area,Vintage,Description,comment,Last service date,Model no,Fc no,Upcoming service date
PM6029024,ZCPL-ASSET-4349,GENELEC,SPEAKER,RACK 1B,0,MONITORING SPEAKERS,,,8030A,131,
PM6084266,ZCPL-ASSET-4350,GENELEC,SPEAKER,RACK 1B,0,MONITORING SPEAKERS,,,8030A,131,
PM6084262,ZCPL-ASSET-4351,GENELEC,SPEAKER,RACK 1B,0,MONITORING SPEAKERS,,,8030A,132,
PM6084305,ZCPL-ASSET-4352,GENELEC,SPEAKER,RACK 1B,0,MONITORING SPEAKERS,,,8030A,132,
PM6072162,ZCPL-ASSET-4353,GENELEC,SPEAKER,RACK 1C,0,MONITORING SPEAKERS,,,8030A,133,
PM6029046,ZCPL-ASSET-4354,GENELEC,SPEAKER,RACK 1C,0,MONITORING SPEAKERS,,,8030A,133,
PM6084283,ZCPL-ASSET-4355,GENELEC,SPEAKER,RACK 1C,0,MONITORING SPEAKERS,,,8030A,134,
PM6084267,ZCPL-ASSET-4356,GENELEC,SPEAKER,RACK 1C,0,MONITORING SPEAKERS,,,8030A,134,
PM6084319,ZCPL-ASSET-4357,GENELEC,SPEAKER,RACK 1C,0,MONITORING SPEAKERS,,,8030A,135,
PM6084308,ZCPL-ASSET-4358,GENELEC,SPEAKER,RACK 1C,0,MONITORING SPEAKERS,,,8030A,135,
PM6084324,ZCPL-ASSET-4359,GENELEC,SPEAKER,RACK 1C,0,MONITORING SPEAKERS,,,8030A,136,
PM6084315,ZCPL-ASSET-4360,GENELEC,SPEAKER,RACK 1C,0,MONITORING SPEAKERS,,,8030A,136,
PM6028986,ZCPL-ASSET-4361,GENELEC,SPEAKER,RACK 1C,0,MONITORING SPEAKERS,,,8030A,137,
PM6084250,ZCPL-ASSET-4362,GENELEC,SPEAKER,RACK 1C,0,MONITORING SPEAKERS,,,8030A,137,
PM6072159,ZCPL-ASSET-4363,GENELEC,SPEAKER,RACK 1C,0,MONITORING SPEAKERS,,,8030A,129,
PM6072254,ZCPL-ASSET-4364,GENELEC,SPEAKER,RACK 1C,0,MONITORING SPEAKERS,,,8030A,129,
PM6072248,ZCPL-ASSET-4365,GENELEC,SPEAKER,RACK 2A,0,MONITORING SPEAKERS,,,8030A,978,
PM6084312,ZCPL-ASSET-4366,GENELEC,SPEAKER,RACK 2A,0,MONITORING SPEAKERS,,,8030A,978,
PM6072247,ZCPL-ASSET-4367,GENELEC,SPEAKER,RACK 2A,0,MONITORING SPEAKERS,,,8030A,979,
PM6072207,ZCPL-ASSET-4368,GENELEC,SPEAKER,RACK 2A,0,MONITORING SPEAKERS,,,8030A,979,
PM6072234,ZCPL-ASSET-4369,GENELEC,SPEAKER,RACK 2A,0,MONITORING SPEAKERS,,,8030A,980,
PM6084306,ZCPL-ASSET-4370,GENELEC,SPEAKER,RACK 2A,0,MONITORING SPEAKERS,,,8030A,980,
PM6072237,ZCPL-ASSET-4371,GENELEC,SPEAKER,RACK 2B,0,MONITORING SPEAKERS,,,8030A,981,
PM6084325,ZCPL-ASSET-4372,GENELEC,SPEAKER,RACK 2B,0,MONITORING SPEAKERS,,,8030A,981,
PM6084297,ZCPL-ASSET-4373,GENELEC,SPEAKER,RACK 2B,0,MONITORING SPEAKERS,,,8030A,982,
PM6029009,ZCPL-ASSET-4374,GENELEC,SPEAKER,RACK 2B,0,MONITORING SPEAKERS,,,8030A,982,
PM6084279,ZCPL-ASSET-4375,GENELEC,SPEAKER,RACK 2B,0,MONITORING SPEAKERS,,,8030A,983,
PM6072256,ZCPL-ASSET-4376,GENELEC,SPEAKER,RACK 2B,0,MONITORING SPEAKERS,,,8030A,983,
PM6084246,ZCPL-ASSET-4377,GENELEC,SPEAKER,RACK 2B,0,MONITORING SPEAKERS,,,8030A,984,
PM6084270,ZCPL-ASSET-4378,GENELEC,SPEAKER,RACK 2B,0,MONITORING SPEAKERS,,,8030A,984,
PM6072227,ZCPL-ASSET-4379,GENELEC,SPEAKER,RACK 2B,0,MONITORING SPEAKERS,,,8030A,985,
PM6072223,ZCPL-ASSET-4380,GENELEC,SPEAKER,RACK 2B,0,MONITORING SPEAKERS,,,8030A,985,
PM6072250,ZCPL-ASSET-4381,GENELEC,SPEAKER,RACK 2B,0,MONITORING SPEAKERS,,,8030A,986,
PM6084251,ZCPL-ASSET-4382,GENELEC,SPEAKER,RACK 2B,0,MONITORING SPEAKERS,,,8030A,986,
PM6084247,ZCPL-ASSET-4383,GENELEC,SPEAKER,RACK 2C,0,MONITORING SPEAKERS,,,8030A,1426,
PM6084275,ZCPL-ASSET-4384,GENELEC,SPEAKER,RACK 2C,0,MONITORING SPEAKERS,,,8030A,1426,
PM6029041,ZCPL-ASSET-4385,GENELEC,SPEAKER,RACK 2C,0,MONITORING SPEAKERS,,,8030A,988,
PM6053456,ZCPL-ASSET-4386,GENELEC,SPEAKER,RACK 2C,0,MONITORING SPEAKERS,,,8030A,988,
PM6084330,ZCPL-ASSET-4387,GENELEC,SPEAKER,RACK 2C,0,MONITORING SPEAKERS,,,8030A,989,
PM6084331,ZCPL-ASSET-4388,GENELEC,SPEAKER,RACK 2C,0,MONITORING SPEAKERS,,,8030A,989,
PM6084293,ZCPL-ASSET-4389,GENELEC,SPEAKER,RACK 2C,0,MONITORING SPEAKERS,,,8030A,302,
PM6084300,ZCPL-ASSET-4390,GENELEC,SPEAKER,RACK 2C,0,MONITORING SPEAKERS,,,8030A,302,
PM6084281,ZCPL-ASSET-4391,GENELEC,SPEAKER,RACK 2C,0,MONITORING SPEAKERS,,,8030A,303,
PM6075151,ZCPL-ASSET-4392,GENELEC,SPEAKER,RACK 2C,0,MONITORING SPEAKERS,,,8030A,303,
PM6072194,ZCPL-ASSET-4393,GENELEC,SPEAKER,RACK 2C,0,MONITORING SPEAKERS,,,8030A,225,
EMPTY,ZCPL-ASSET-4394,GENELEC,SPEAKER,RACK 2C,0,MONITORING SPEAKERS,,,8030A,225,
PM6116652,ZCPL-ASSET-4395,GENELEC,SPEAKER,RACK 3A,0,MONITORING SPEAKERS,,,8040A,319,
PM6112512,ZCPL-ASSET-4396,GENELEC,SPEAKER,RACK 3A,0,MONITORING SPEAKERS,,,8040A,319,
PM6116671,ZCPL-ASSET-4397,GENELEC,SPEAKER,RACK 3A,0,MONITORING SPEAKERS,,,8040A,320,
PM6116686,ZCPL-ASSET-4398,GENELEC,SPEAKER,RACK 3A,0,MONITORING SPEAKERS,,,8040A,320,
PM6116655,ZCPL-ASSET-4399,GENELEC,SPEAKER,RACK 3A,0,MONITORING SPEAKERS,,,8040A,321,
PM6116658,ZCPL-ASSET-4400,GENELEC,SPEAKER,RACK 3A,0,MONITORING SPEAKERS,,,8040A,321,
PM6116661,ZCPL-ASSET-4401,GENELEC,SPEAKER,RACK 3A,0,MONITORING SPEAKERS,,,8040A,318,
PM6116663,ZCPL-ASSET-4402,GENELEC,SPEAKER,RACK 3A,0,MONITORING SPEAKERS,,,8040A,318,
PM6116657,ZCPL-ASSET-4403,GENELEC,SPEAKER,RACK 3A,0,MONITORING SPEAKERS,,,8040A,317,
PM6116675,ZCPL-ASSET-4404,GENELEC,SPEAKER,RACK 3A,0,MONITORING SPEAKERS,,,8040A,317,
PM6116679,ZCPL-ASSET-4405,GENELEC,SPEAKER,RACK 3B,0,MONITORING SPEAKERS,,,8040A,322,
PM6116673,ZCPL-ASSET-4406,GENELEC,SPEAKER,RACK 3B,0,MONITORING SPEAKERS,,,8040A,322,
PM6206529,ZCPL-ASSET-4407,GENELEC,SPEAKER,RACK 3B,0,MONITORING SPEAKERS,,,1030A,341,
PM6206528,ZCPL-ASSET-4408,GENELEC,SPEAKER,RACK 3B,0,MONITORING SPEAKERS,,,1030A,341,
1614439,ZCPL-ASSET-4409,FOSTEX,SPEAKER,RACK 4A,0,PRE LISTEN SPEAKERS,,,6301BX,1082,
1614437,ZCPL-ASSET-4410,FOSTEX,SPEAKER,RACK 4A,0,PRE LISTEN SPEAKERS,,,6301BX,1082,
1614454,ZCPL-ASSET-4411,FOSTEX,SPEAKER,RACK 4A,0,PRE LISTEN SPEAKERS,,,6301BX,1082,
0973322,ZCPL-ASSET-4412,FOSTEX,SPEAKER,RACK 4A,0,PRE LISTEN SPEAKERS,,,6301NE,1082,
1702092,ZCPL-ASSET-4413,FOSTEX,SPEAKER,RACK 4A,0,PRE LISTEN SPEAKERS,,,6301B3,326,
1614211,ZCPL-ASSET-4414,FOSTEX,SPEAKER,RACK 4A,0,PRE LISTEN SPEAKERS,,,6301BX,326,
1702089,ZCPL-ASSET-4415,FOSTEX,SPEAKER,RACK 4A,0,PRE LISTEN SPEAKERS,,,6301B3,326,
0973361,ZCPL-ASSET-4416,FOSTEX,SPEAKER,RACK 4A,0,PRE LISTEN SPEAKERS,,,6301NE,326,
1614451,ZCPL-ASSET-4417,FOSTEX,SPEAKER,RACK 4A,0,PRE LISTEN SPEAKERS,,,6301BX,326,
1614177,ZCPL-ASSET-4418,FOSTEX,SPEAKER,RACK 4A,0,PRE LISTEN SPEAKERS,,,6301BX,326,
1614457,ZCPL-ASSET-4419,FOSTEX,SPEAKER,RACK 4A,0,PRE LISTEN SPEAKERS,,,6301BX,326,
0973376,ZCPL-ASSET-4420,FOSTEX,SPEAKER,RACK 4A,0,PRE LISTEN SPEAKERS,,,6301NE,1533,
1614222,ZCPL-ASSET-4421,FOSTEX,SPEAKER,RACK 4A,0,PRE LISTEN SPEAKERS,,,6301BX,1533,
1614210,ZCPL-ASSET-4422,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1533,
1614449,ZCPL-ASSET-4423,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1534,
1702084,ZCPL-ASSET-4424,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,1534,
0978344,ZCPL-ASSET-4425,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301NE,1534,
1614448,ZCPL-ASSET-4426,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,1532,
1614450,ZCPL-ASSET-4427,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1532,
0973321,ZCPL-ASSET-4428,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301NE,1532,
1614221,ZCPL-ASSET-4429,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1532,
0973360,ZCPL-ASSET-4430,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301NE,1532,
0973327,ZCPL-ASSET-4431,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301NE,1532,
1704748,ZCPL-ASSET-4432,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,1535,
1702082,ZCPL-ASSET-4433,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,1535,
0973331,ZCPL-ASSET-4434,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301NE,1535,
1614470,ZCPL-ASSET-4435,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1535,
1700075,ZCPL-ASSET-4436,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,1535,
06658,ZCPL-ASSET-4437,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,907,
1700088,ZCPL-ASSET-4438,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,907,
1702087,ZCPL-ASSET-4439,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,907,
1614223,ZCPL-ASSET-4440,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,907,
1700074,ZCPL-ASSET-4441,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,907,
1614200,ZCPL-ASSET-4442,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,907,
1614464,ZCPL-ASSET-4443,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1238,
1614453,ZCPL-ASSET-4444,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1238,
1612153,ZCPL-ASSET-4445,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1238,
1614460,ZCPL-ASSET-4446,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1238,
1614471,ZCPL-ASSET-4447,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1238,
0973383,ZCPL-ASSET-4448,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301NE,1445,
1614459,ZCPL-ASSET-4449,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1445,
1614456,ZCPL-ASSET-4450,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1445,
1614472,ZCPL-ASSET-4451,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1445,
1614458,ZCPL-ASSET-4452,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1445,
1611226,ZCPL-ASSET-4453,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1445,
0973384,ZCPL-ASSET-4454,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301NE,1445,
1614199,ZCPL-ASSET-4455,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301BX,1445,
1702090,ZCPL-ASSET-4456,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,1169,
1702099,ZCPL-ASSET-4457,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,1169,
1702096,ZCPL-ASSET-4458,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,1169,
0766990,ZCPL-ASSET-4459,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301NE,1169,
1700076,ZCPL-ASSET-4460,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,1169,
1700097,ZCPL-ASSET-4461,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,1169,
1702091,ZCPL-ASSET-4462,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,1169,
1702081,ZCPL-ASSET-4463,FOSTEX,SPEAKER,RACK 4B,0,PRE LISTEN SPEAKERS,,,6301B3,1169,
F0C2141R11C,ZCPL-ASSET-4464,CISCO,SFP SWITCHES,RACK 24B,0,DATA CENTER SWITCHES - JUMBO/SFP,,,N3K-C3132Q-40GX,1410,
323030900027,ZCPL-ASSET-4465,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100100,ZCPL-ASSET-4466,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100101,ZCPL-ASSET-4467,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100103,ZCPL-ASSET-4468,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100104,ZCPL-ASSET-4469,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100020,ZCPL-ASSET-4470,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100021,ZCPL-ASSET-4471,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100023,ZCPL-ASSET-4472,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100024,ZCPL-ASSET-4473,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100025,ZCPL-ASSET-4474,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100026,ZCPL-ASSET-4475,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100027,ZCPL-ASSET-4476,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100029,ZCPL-ASSET-4477,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100030,ZCPL-ASSET-4478,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100031,ZCPL-ASSET-4479,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100017,ZCPL-ASSET-4480,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100015,ZCPL-ASSET-4481,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100012,ZCPL-ASSET-4482,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100011,ZCPL-ASSET-4483,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100010,ZCPL-ASSET-4484,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100006,ZCPL-ASSET-4485,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100005,ZCPL-ASSET-4486,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100002,ZCPL-ASSET-4487,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100001,ZCPL-ASSET-4488,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100000,ZCPL-ASSET-4489,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323030900028,ZCPL-ASSET-4490,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323030900030,ZCPL-ASSET-4491,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323030900031,ZCPL-ASSET-4492,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100096,ZCPL-ASSET-4493,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100094,ZCPL-ASSET-4494,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100093,ZCPL-ASSET-4495,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100092,ZCPL-ASSET-4496,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100090,ZCPL-ASSET-4497,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100089,ZCPL-ASSET-4498,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100088,ZCPL-ASSET-4499,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100045,ZCPL-ASSET-4500,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100047,ZCPL-ASSET-4501,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100054,ZCPL-ASSET-4502,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100062,ZCPL-ASSET-4503,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100069,ZCPL-ASSET-4504,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100073,ZCPL-ASSET-4505,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100074,ZCPL-ASSET-4506,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100087,ZCPL-ASSET-4507,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100091,ZCPL-ASSET-4508,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100095,ZCPL-ASSET-4509,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100037,ZCPL-ASSET-4510,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100036,ZCPL-ASSET-4511,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100038,ZCPL-ASSET-4512,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100022,ZCPL-ASSET-4513,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100019,ZCPL-ASSET-4514,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100018,ZCPL-ASSET-4515,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100014,ZCPL-ASSET-4516,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100013,ZCPL-ASSET-4517,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100009,ZCPL-ASSET-4518,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100004,ZCPL-ASSET-4519,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100075,ZCPL-ASSET-4520,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100072,ZCPL-ASSET-4521,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100071,ZCPL-ASSET-4522,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
323022100070,ZCPL-ASSET-4523,GRASS VALLEY,SFP,STORE-1 F1,0,12G/6G/3G/HD/SD-SDI UHD VIDEO COAXIAL SFP,,,SFP EB12HDRT-MMR-DA3,nan,
